_MEMBER_cluster_1_x_name,_LogP_cluster_1_x_name,GO,Description,_PATTERN_,_RANK_,GiniIndex
1,-3,GO:0050679,positive regulation of epithelial cell proliferation,M1,1,0
1,-3.5,R-HSA-69236,G1 Phase,M1,1,0
1,-3.9,R-HSA-8864260,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,M1,1,0
1,-2.4,M128,PID TNF PATHWAY,M1,1,0
1,-7.5,hsa05206,MicroRNAs in cancer,M1,1,0
1,-13,GDP00611,Atrial Fibrillation,M1,1,0
1,-4.3,WP4879,Overlap between signal transduction pathways contributing to LMNA laminopathies,M1,1,0
1,-2.6,GDP06246,Retinal Detachment,M1,1,0
1,-4.1,R-HSA-203615,eNOS activation,M1,1,0
1,-2.1,GO:0033059,cellular pigmentation,M1,1,0
1,-3.4,WP4971,Phosphoinositides metabolism,M1,1,0
1,-3,GO:0042886,amide transport,M1,1,0
1,-2.4,GO:0002861,regulation of inflammatory response to antigenic stimulus,M1,1,0
1,-2.1,GDP04205,Lung Diseases,M1,1,0
1,-3.4,GO:0002089,lens morphogenesis in camera-type eye,M1,1,0
1,-3,WP43,Oxidation by cytochrome P450,M1,1,0
1,-3.8,GO:0031295,T cell costimulation,M1,1,0
1,-6.6,GO:0002433,immune response-regulating cell surface receptor signaling pathway involved in phagocytosis,M1,1,0
1,-13,R-HSA-5683057,MAPK family signaling cascades,M1,1,0
1,-5.7,GO:0060562,epithelial tube morphogenesis,M1,1,0
1,-2.1,GDP07083,Thyroid Neoplasm,M1,1,0
1,-4.9,GO:0097205,renal filtration,M1,1,0
1,-9.3,hsa05166,Human T-cell leukemia virus 1 infection,M1,1,0
1,-3.4,GDP03739,Intestinal Neoplasms,M1,1,0
1,-6.3,GO:0032409,regulation of transporter activity,M1,1,0
1,-2,GO:0032787,monocarboxylic acid metabolic process,M1,1,0
1,-4.9,GO:0030890,positive regulation of B cell proliferation,M1,1,0
1,-2.5,GO:0044058,regulation of digestive system process,M1,1,0
1,-3.9,GO:1901888,regulation of cell junction assembly,M1,1,0
1,-4.5,hsa04961,Endocrine and other factor-regulated calcium reabsorption,M1,1,0
1,-2.7,GDP03742,Intestinal Polyposis,M1,1,0
1,-3.2,R-HSA-5607764,CLEC7A (Dectin-1) signaling,M1,1,0
1,-3.4,GO:0010224,response to UV-B,M1,1,0
1,-7.9,WP4155,Endometrial cancer,M1,1,0
1,-4,GDP02053,Diabetic Asymmetric Polyneuropathy,M1,1,0
1,-8.5,R-HSA-9009391,Extra-nuclear estrogen signaling,M1,1,0
1,-3.1,WP304,Kit receptor signaling pathway,M1,1,0
1,-3.4,WP3599,Transcription factor regulation in adipogenesis,M1,1,0
1,-6,GDP03317,Hyperinsulinemic hypoglycemia,M1,1,0
1,-3.9,GO:0090263,positive regulation of canonical Wnt signaling pathway,M1,1,0
1,-2.8,GO:0042310,vasoconstriction,M1,1,0
1,-3,GO:0014013,regulation of gliogenesis,M1,1,0
1,-2.3,WP1533,Vitamin B12 metabolism,M1,1,0
1,-4,hsa04659,Th17 cell differentiation,M1,1,0
1,-6.1,GO:0031344,regulation of cell projection organization,M1,1,0
1,-2.6,GO:0035272,exocrine system development,M1,1,0
1,-3.5,R-HSA-9013149,RAC1 GTPase cycle,M1,1,0
1,-2.1,GO:0043254,regulation of protein-containing complex assembly,M1,1,0
1,-2.5,M238,PID THROMBIN PAR1 PATHWAY,M1,1,0
1,-4.8,R-HSA-9012999,RHO GTPase cycle,M1,1,0
1,-2.9,GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,M1,1,0
1,-2.1,GO:0032386,regulation of intracellular transport,M1,1,0
1,-2.2,GO:0051438,regulation of ubiquitin-protein transferase activity,M1,1,0
1,-3.8,GO:2000650,negative regulation of sodium ion transmembrane transporter activity,M1,1,0
1,-2.6,GO:0045321,leukocyte activation,M1,1,0
1,-2.1,R-HSA-168179,Toll Like Receptor TLR1:TLR2 Cascade,M1,1,0
1,-6.2,GO:0034599,cellular response to oxidative stress,M1,1,0
1,-5.4,GO:0031175,neuron projection development,M1,1,0
1,-7.2,GO:0050804,modulation of chemical synaptic transmission,M1,1,0
1,-3.4,M231,PID KIT PATHWAY,M1,1,0
1,-3.8,GO:0042307,positive regulation of protein import into nucleus,M1,1,0
1,-2.8,GO:0045669,positive regulation of osteoblast differentiation,M1,1,0
1,-3.6,GO:0098815,modulation of excitatory postsynaptic potential,M1,1,0
1,-14,GO:1901652,response to peptide,M1,1,0
1,-3.1,GO:0021915,neural tube development,M1,1,0
1,-4,GDP04752,Mood Disorder,M1,1,0
1,-4.6,GO:0043065,positive regulation of apoptotic process,M1,1,0
1,-8.3,GO:0035150,regulation of tube size,M1,1,0
1,-8.3,R-HSA-449147,Signaling by Interleukins,M1,1,0
1,-6.7,GO:0018212,peptidyl-tyrosine modification,M1,1,0
1,-4.2,GDP05537,Papillomatosis,M1,1,0
1,-3.7,GO:1901201,regulation of extracellular matrix assembly,M1,1,0
1,-2.4,GDP02939,Gynecomastia,M1,1,0
1,-2.9,R-HSA-187037,Signaling by NTRK1 (TRKA),M1,1,0
1,-3,R-HSA-211897,Cytochrome P450 - arranged by substrate type,M1,1,0
1,-7.4,M92,PID ANGIOPOIETIN RECEPTOR PATHWAY,M1,1,0
1,-3.5,R-HSA-9024446,NR1H2 and NR1H3-mediated signaling,M1,1,0
1,-2.2,GO:0001541,ovarian follicle development,M1,1,0
1,-2.6,R-HSA-9679506,SARS-CoV Infections,M1,1,0
1,-2.5,GO:2000241,regulation of reproductive process,M1,1,0
1,-3.8,GO:1903409,reactive oxygen species biosynthetic process,M1,1,0
1,-6.4,GO:0042391,regulation of membrane potential,M1,1,0
1,-11,GO:0009991,response to extracellular stimulus,M1,1,0
1,-4.3,GO:1903052,positive regulation of proteolysis involved in protein catabolic process,M1,1,0
1,-4.8,GO:2000300,regulation of synaptic vesicle exocytosis,M1,1,0
1,-4.9,hsa05169,Epstein-Barr virus infection,M1,1,0
1,-2.7,GO:1905144,response to acetylcholine,M1,1,0
1,-3.5,GO:0010595,positive regulation of endothelial cell migration,M1,1,0
1,-3,GO:0033157,regulation of intracellular protein transport,M1,1,0
1,-5.6,GO:0031347,regulation of defense response,M1,1,0
1,-5.9,WP2583,T cell receptor and co-stimulatory signaling,M1,1,0
1,-2.2,GO:0071773,cellular response to BMP stimulus,M1,1,0
1,-2.4,GO:0003073,regulation of systemic arterial blood pressure,M1,1,0
1,-4.1,GDP05990,Proptosis,M1,1,0
1,-2.4,M87,PID LKB1 PATHWAY,M1,1,0
1,-10,GO:0048511,rhythmic process,M1,1,0
1,-3.8,GDP03941,Knee osteoarthritis,M1,1,0
1,-4,hsa04066,HIF-1 signaling pathway,M1,1,0
1,-5.1,GO:0031345,negative regulation of cell projection organization,M1,1,0
1,-5,GO:0150115,cell-substrate junction organization,M1,1,0
1,-4.1,WP536,Calcium regulation in cardiac cells,M1,1,0
1,-3.5,hsa04662,B cell receptor signaling pathway,M1,1,0
1,-3.1,WP4205,MET in type 1 papillary renal cell carcinoma,M1,1,0
1,-3,R-HSA-9615017,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes",M1,1,0
1,-2.4,GDP02761,Gastroesophageal Reflux Disease,M1,1,0
1,-2.1,GDP03031,Hemiplegia/hemiparesis,M1,1,0
1,-10,R-HSA-1257604,PIP3 activates AKT signaling,M1,1,0
1,-2.1,GDP01100,Cataract,M1,1,0
1,-2.4,GDP04027,Left Ventricular Hypertrophy,M1,1,0
1,-2.7,R-HSA-9687139,Aberrant regulation of mitotic cell cycle due to RB1 defects,M1,1,0
1,-2.6,GO:0007276,gamete generation,M1,1,0
1,-4.1,GDP06072,Pulmonary Fibrosis,M1,1,0
1,-3,GDP03342,Hyperparathyroidism,M1,1,0
1,-3.3,GO:0072132,mesenchyme morphogenesis,M1,1,0
1,-5.8,GO:0000904,cell morphogenesis involved in differentiation,M1,1,0
1,-4.3,GO:0030048,actin filament-based movement,M1,1,0
1,-2.8,hsa05152,Tuberculosis,M1,1,0
1,-3.5,GO:0023058,adaptation of signaling pathway,M1,1,0
1,-6.3,M145,PID P53 DOWNSTREAM PATHWAY,M1,1,0
1,-4.2,GO:0009615,response to virus,M1,1,0
1,-3.3,hsa05414,Dilated cardiomyopathy,M1,1,0
1,-3.5,R-HSA-418346,Platelet homeostasis,M1,1,0
1,-6.3,GO:0033135,regulation of peptidyl-serine phosphorylation,M1,1,0
1,-2.2,GO:0016925,protein sumoylation,M1,1,0
1,-4.1,WP1544,MicroRNAs in cardiomyocyte hypertrophy,M1,1,0
1,-3.5,GO:0015711,organic anion transport,M1,1,0
1,-4.1,GO:0048880,sensory system development,M1,1,0
1,-5,GO:0072001,renal system development,M1,1,0
1,-2.3,GDP00216,Acute Kidney Insufficiency,M1,1,0
1,-7.9,GO:2000146,negative regulation of cell motility,M1,1,0
1,-3.8,GDP01813,Craniosynostosis,M1,1,0
1,-3.2,GO:0060541,respiratory system development,M1,1,0
1,-2.1,GO:0060395,SMAD protein signal transduction,M1,1,0
1,-4.6,GO:0031397,negative regulation of protein ubiquitination,M1,1,0
1,-16,WP3888,VEGFA-VEGFR2 signaling,M1,1,0
1,-2.3,GO:0050863,regulation of T cell activation,M1,1,0
1,-3.1,GO:0070374,positive regulation of ERK1 and ERK2 cascade,M1,1,0
1,-2.7,M48,PID MET PATHWAY,M1,1,0
1,-3.7,WP4541,Hippo-Merlin signaling dysregulation,M1,1,0
1,-8.1,WP428,Wnt signaling,M1,1,0
1,-20,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,M1,1,0
1,-5.1,GO:0045667,regulation of osteoblast differentiation,M1,1,0
1,-9.8,GO:0002696,positive regulation of leukocyte activation,M1,1,0
1,-5.8,WP4787,Osteoblast differentiation and related diseases,M1,1,0
1,-3.5,GO:0016125,sterol metabolic process,M1,1,0
1,-2.4,GO:0060041,retina development in camera-type eye,M1,1,0
1,-3.4,GO:0035809,regulation of urine volume,M1,1,0
1,-5.8,R-HSA-5218920,VEGFR2 mediated vascular permeability,M1,1,0
1,-2.3,GO:1903202,negative regulation of oxidative stress-induced cell death,M1,1,0
1,-4.6,GO:0051960,regulation of nervous system development,M1,1,0
1,-2.2,GDP04495,Melanocytic nevus,M1,1,0
1,-2.7,GO:0007492,endoderm development,M1,1,0
1,-4.1,GO:0007292,female gamete generation,M1,1,0
1,-4.4,GO:0045766,positive regulation of angiogenesis,M1,1,0
1,-3,GO:0050673,epithelial cell proliferation,M1,1,0
1,-3,GO:0042177,negative regulation of protein catabolic process,M1,1,0
1,-2.6,hsa04012,ErbB signaling pathway,M1,1,0
1,-4.2,GO:1900024,regulation of substrate adhesion-dependent cell spreading,M1,1,0
1,-6.4,WP1403,AMP-activated protein kinase signaling,M1,1,0
1,-3.2,GDP04933,Myopathy,M1,1,0
1,-2.5,GDP07382,Wolff-Parkinson-White Syndrome,M1,1,0
1,-2.4,R-HSA-6802955,Paradoxical activation of RAF signaling by kinase inactive BRAF,M1,1,0
1,-2.7,GO:0043401,steroid hormone mediated signaling pathway,M1,1,0
1,-6,GO:0032103,positive regulation of response to external stimulus,M1,1,0
1,-4.9,GO:0003007,heart morphogenesis,M1,1,0
1,-4.8,GDP04555,Metabolic Syndrome,M1,1,0
1,-13,GO:0034330,cell junction organization,M1,1,0
1,-4,R-HSA-425393,Transport of inorganic cations/anions and amino acids/oligopeptides,M1,1,0
1,-4.7,GO:1903828,negative regulation of protein localization,M1,1,0
1,-2.3,GO:0006110,regulation of glycolytic process,M1,1,0
1,-2.4,GO:1902882,regulation of response to oxidative stress,M1,1,0
1,-2.6,R-HSA-8875878,MET promotes cell motility,M1,1,0
1,-4.4,GDP02471,Esophagus Neoplasm,M1,1,0
1,-2.4,GO:0051492,regulation of stress fiber assembly,M1,1,0
1,-3,GO:0060603,mammary gland duct morphogenesis,M1,1,0
1,-2.4,GO:0050770,regulation of axonogenesis,M1,1,0
1,-3.7,GO:1902905,positive regulation of supramolecular fiber organization,M1,1,0
1,-3.3,GO:0036294,cellular response to decreased oxygen levels,M1,1,0
1,-7.6,GO:0045926,negative regulation of growth,M1,1,0
1,-3.9,GO:0001775,cell activation,M1,1,0
1,-3.4,GO:2001056,positive regulation of cysteine-type endopeptidase activity,M1,1,0
1,-5.6,GO:0098739,import across plasma membrane,M1,1,0
1,-5.1,R-HSA-388841,Costimulation by the CD28 family,M1,1,0
1,-2,GO:0032655,regulation of interleukin-12 production,M1,1,0
1,-2.4,GO:0046488,phosphatidylinositol metabolic process,M1,1,0
1,-2.7,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,M1,1,0
1,-11,GO:0071559,response to transforming growth factor beta,M1,1,0
1,-8.9,M167,PID AP1 PATHWAY,M1,1,0
1,-2.8,GDP02680,Frontal bossing,M1,1,0
1,-4.3,hsa04915,Estrogen signaling pathway,M1,1,0
1,-3.1,GO:1903053,regulation of extracellular matrix organization,M1,1,0
1,-4,hsa04110,Cell cycle,M1,1,0
1,-2.2,GO:0071772,response to BMP,M1,1,0
1,-3.6,WP4301,Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells,M1,1,0
1,-5.3,WP4698,Vitamin D-sensitive calcium signaling in depression,M1,1,0
1,-3.4,GO:0030855,epithelial cell differentiation,M1,1,0
1,-7.5,GO:0032989,cellular component morphogenesis,M1,1,0
1,-12,GO:0031667,response to nutrient levels,M1,1,0
1,-4.2,M108,PID NETRIN PATHWAY,M1,1,0
1,-6.9,WP4298,Acute viral myocarditis,M1,1,0
1,-3,GDP05448,Ovarian neoplasm,M1,1,0
1,-5.2,GO:0045765,regulation of angiogenesis,M1,1,0
1,-3,GDP05991,"Prostate Cancer, Hereditary",M1,1,0
1,-4.2,GO:0030177,positive regulation of Wnt signaling pathway,M1,1,0
1,-2.9,WP4685,Melanoma,M1,1,0
1,-7.2,GO:0022602,ovulation cycle process,M1,1,0
1,-3.9,GO:0071453,cellular response to oxygen levels,M1,1,0
1,-2.2,GDP04176,Liver neoplasms,M1,1,0
1,-2.6,GO:0098656,monoatomic anion transmembrane transport,M1,1,0
1,-4.8,GO:0051897,positive regulation of protein kinase B signaling,M1,1,0
1,-9,GO:0098655,monoatomic cation transmembrane transport,M1,1,0
1,-3.1,GO:0071711,basement membrane organization,M1,1,0
1,-2.7,GO:0010952,positive regulation of peptidase activity,M1,1,0
1,-3.8,GO:0003012,muscle system process,M1,1,0
1,-2.3,hsa04979,Cholesterol metabolism,M1,1,0
1,-2.4,WP231,TNF-alpha signaling pathway,M1,1,0
1,-4,M105,PID TELOMERASE PATHWAY,M1,1,0
1,-6,R-HSA-354192,Integrin signaling,M1,1,0
1,-2,GO:0071384,cellular response to corticosteroid stimulus,M1,1,0
1,-2.2,hsa04064,NF-kappa B signaling pathway,M1,1,0
1,-2.9,GO:0006937,regulation of muscle contraction,M1,1,0
1,-4.4,GO:1904018,positive regulation of vasculature development,M1,1,0
1,-5.2,GO:2000045,regulation of G1/S transition of mitotic cell cycle,M1,1,0
1,-7.1,R-HSA-8941855,RUNX3 regulates CDKN1A transcription,M1,1,0
1,-17,GDP03364,Hypertension,M1,1,0
1,-5.4,GDP03310,Hyperglycemia,M1,1,0
1,-4.1,GO:0002218,activation of innate immune response,M1,1,0
1,-6.7,GDP02751,Gastric Cancer,M1,1,0
1,-6,M141,PID PI3KCI PATHWAY,M1,1,0
1,-3.5,R-HSA-112399,IRS-mediated signalling,M1,1,0
1,-6.5,WP4482,Vitamin D in inflammatory diseases,M1,1,0
1,-5.6,GO:0051924,regulation of calcium ion transport,M1,1,0
1,-3.8,M214,PID ERBB1 INTERNALIZATION PATHWAY,M1,1,0
1,-9,GDP04416,Marfan Syndrome,M1,1,0
1,-2.9,GO:0021953,central nervous system neuron differentiation,M1,1,0
1,-2.2,R-HSA-168164,Toll Like Receptor 3 (TLR3) Cascade,M1,1,0
1,-4.8,GO:0030097,hemopoiesis,M1,1,0
1,-2.7,GO:0007264,small GTPase mediated signal transduction,M1,1,0
1,-8.4,GO:0043086,negative regulation of catalytic activity,M1,1,0
1,-3.2,GO:0061180,mammary gland epithelium development,M1,1,0
1,-5.9,hsa04921,Oxytocin signaling pathway,M1,1,0
1,-2.5,GO:0051591,response to cAMP,M1,1,0
1,-3.7,GO:0032355,response to estradiol,M1,1,0
1,-4,GO:0014904,myotube cell development,M1,1,0
1,-7.6,R-HSA-4420097,VEGFA-VEGFR2 Pathway,M1,1,0
1,-2.2,GO:0019935,cyclic-nucleotide-mediated signaling,M1,1,0
1,-3.4,GO:0008277,regulation of G protein-coupled receptor signaling pathway,M1,1,0
1,-4.5,R-HSA-2173788,Downregulation of TGF-beta receptor signaling,M1,1,0
1,-2.4,GDP03576,Ileocolitis,M1,1,0
1,-3.7,GO:0071732,cellular response to nitric oxide,M1,1,0
1,-3.6,GO:1900026,positive regulation of substrate adhesion-dependent cell spreading,M1,1,0
1,-3.7,GO:0045429,positive regulation of nitric oxide biosynthetic process,M1,1,0
1,-2.2,GO:0009948,anterior/posterior axis specification,M1,1,0
1,-2.1,R-HSA-5696398,Nucleotide Excision Repair,M1,1,0
1,-2,GO:1904036,negative regulation of epithelial cell apoptotic process,M1,1,0
1,-3.6,GO:0050803,regulation of synapse structure or activity,M1,1,0
1,-3.8,R-HSA-9013106,RHOC GTPase cycle,M1,1,0
1,-5.4,GO:0008406,gonad development,M1,1,0
1,-2.1,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,M1,1,0
1,-8.3,GO:0042326,negative regulation of phosphorylation,M1,1,0
1,-12,GDP00225,Adenocarcinoma,M1,1,0
1,-4,GDP02059,Diabetic Neuralgia,M1,1,0
1,-14,GO:0070848,response to growth factor,M1,1,0
1,-2.2,GO:0010559,regulation of glycoprotein biosynthetic process,M1,1,0
1,-2.2,GO:0043525,positive regulation of neuron apoptotic process,M1,1,0
1,-3.9,GDP00156,Acanthosis Nigricans,M1,1,0
1,-2.5,R-HSA-8980692,RHOA GTPase cycle,M1,1,0
1,-5,GO:0055064,chloride ion homeostasis,M1,1,0
1,-3.1,GO:0046486,glycerolipid metabolic process,M1,1,0
1,-3.7,GO:0050872,white fat cell differentiation,M1,1,0
1,-4.8,GO:0090400,stress-induced premature senescence,M1,1,0
1,-3,GO:0070293,renal absorption,M1,1,0
1,-4.2,GO:0045089,positive regulation of innate immune response,M1,1,0
1,-3.5,GO:1902170,cellular response to reactive nitrogen species,M1,1,0
1,-12,hsa05200,Pathways in cancer,M1,1,0
1,-8.3,GDP01384,Colonic Neoplasms,M1,1,0
1,-8.9,GO:0048638,regulation of developmental growth,M1,1,0
1,-11,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,M1,1,0
1,-2.3,R-HSA-5633007,Regulation of TP53 Activity,M1,1,0
1,-5.1,GO:0002757,immune response-activating signaling pathway,M1,1,0
1,-2.7,GDP07211,Ulcerative colitis,M1,1,0
1,-2.3,R-HSA-177929,Signaling by EGFR,M1,1,0
1,-5,WP4666,Hepatitis B infection,M1,1,0
1,-2.6,GO:0018209,peptidyl-serine modification,M1,1,0
1,-4.9,hsa04932,Non-alcoholic fatty liver disease,M1,1,0
1,-5.8,GO:0007178,transmembrane receptor protein serine/threonine kinase signaling pathway,M1,1,0
1,-2,R-HSA-1834949,Cytosolic sensors of pathogen-associated DNA,M1,1,0
1,-5.6,GDP01756,Coronary Arteriosclerosis,M1,1,0
1,-2.4,GO:0009791,post-embryonic development,M1,1,0
1,-7.4,R-HSA-1280215,Cytokine Signaling in Immune system,M1,1,0
1,-5.4,GO:0045599,negative regulation of fat cell differentiation,M1,1,0
1,-6.3,hsa05135,Yersinia infection,M1,1,0
1,-4.1,GO:0070542,response to fatty acid,M1,1,0
1,-11,M186,PID PDGFRB PATHWAY,M1,1,0
1,-5.7,GDP00600,Atherosclerosis,M1,1,0
1,-9.8,GDP01036,Carcinoma,M1,1,0
1,-3.7,GO:0050727,regulation of inflammatory response,M1,1,0
1,-8.1,GO:0046777,protein autophosphorylation,M1,1,0
1,-8.3,GO:0045862,positive regulation of proteolysis,M1,1,0
1,-3.9,hsa05223,Non-small cell lung cancer,M1,1,0
1,-2.2,GO:0030163,protein catabolic process,M1,1,0
1,-6.7,GO:0018108,peptidyl-tyrosine phosphorylation,M1,1,0
1,-4.2,GDP01066,Cardiomyopathy,M1,1,0
1,-5.2,WP3298,Melatonin metabolism and effects,M1,1,0
1,-12,WP4172,PI3K-Akt signaling pathway,M1,1,0
1,-8.3,GO:0006897,endocytosis,M1,1,0
1,-4,M295,SIG PIP3 SIGNALING IN CARDIAC MYOCTES,M1,1,0
1,-2,R-HSA-8878166,Transcriptional regulation by RUNX2,M1,1,0
1,-3.7,GO:0036293,response to decreased oxygen levels,M1,1,0
1,-4.9,GDP01311,Chronic Obstructive Pulmonary Disease,M1,1,0
1,-5.2,hsa05146,Amoebiasis,M1,1,0
1,-8.1,GO:0048514,blood vessel morphogenesis,M1,1,0
1,-2.9,WP707,DNA damage response,M1,1,0
1,-2.9,R-HSA-6802952,Signaling by BRAF and RAF1 fusions,M1,1,0
1,-5.5,GDP05187,Non-Alcoholic Fatty Liver Disease,M1,1,0
1,-2.7,GO:0035633,maintenance of blood-brain barrier,M1,1,0
1,-4.6,WP4539,Synaptic signaling pathways associated with autism spectrum disorder,M1,1,0
1,-3,GDP01390,Colorectal adenoma,M1,1,0
1,-3.9,GO:0007268,chemical synaptic transmission,M1,1,0
1,-2.3,GO:0010256,endomembrane system organization,M1,1,0
1,-2.6,GO:0051349,positive regulation of lyase activity,M1,1,0
1,-4.4,GO:0034764,positive regulation of transmembrane transport,M1,1,0
1,-2.2,GO:0042110,T cell activation,M1,1,0
1,-9.7,GO:0050865,regulation of cell activation,M1,1,0
1,-7.6,WP2586,Aryl hydrocarbon receptor pathway,M1,1,0
1,-2.1,GO:0090303,positive regulation of wound healing,M1,1,0
1,-5.7,WP5144,NRP1-triggered signaling pathways in pancreatic cancer,M1,1,0
1,-3.2,hsa05142,Chagas disease,M1,1,0
1,-6.6,GO:0070588,calcium ion transmembrane transport,M1,1,0
1,-8,hsa04213,Longevity regulating pathway - multiple species,M1,1,0
1,-9.9,GDP05589,Paroxysmal atrial fibrillation,M1,1,0
1,-3,GO:0001678,intracellular glucose homeostasis,M1,1,0
1,-3.5,GDP03870,Juvenile arthritis,M1,1,0
1,-7.5,GO:0010817,regulation of hormone levels,M1,1,0
1,-4.7,GDP06816,Stomach Neoplasms,M1,1,0
1,-2.7,M1315,SIG PIP3 SIGNALING IN B LYMPHOCYTES,M1,1,0
1,-6.6,hsa05170,Human immunodeficiency virus 1 infection,M1,1,0
1,-10,GO:0051098,regulation of binding,M1,1,0
1,-3.6,M16,PID INSULIN PATHWAY,M1,1,0
1,-2.4,GDP04776,Movement Disorders,M1,1,0
1,-2.5,GO:0046394,carboxylic acid biosynthetic process,M1,1,0
1,-5.1,GO:0042542,response to hydrogen peroxide,M1,1,0
1,-6.3,WP2332,Interleukin-11 signaling pathway,M1,1,0
1,-5.1,WP382,MAPK signaling pathway,M1,1,0
1,-2.2,GDP07363,West Syndrome,M1,1,0
1,-3.1,R-HSA-8986944,Transcriptional Regulation by MECP2,M1,1,0
1,-4.5,GO:0071478,cellular response to radiation,M1,1,0
1,-2.9,R-HSA-372790,Signaling by GPCR,M1,1,0
1,-3.4,GO:0051496,positive regulation of stress fiber assembly,M1,1,0
1,-9.7,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",M1,1,0
1,-4.5,GO:0051099,positive regulation of binding,M1,1,0
1,-3.5,WP3287,Overview of nanoparticle effects,M1,1,0
1,-3.9,hsa04917,Prolactin signaling pathway,M1,1,0
1,-2.5,GO:2000134,negative regulation of G1/S transition of mitotic cell cycle,M1,1,0
1,-4.5,GO:0007409,axonogenesis,M1,1,0
1,-2.8,GO:0048147,negative regulation of fibroblast proliferation,M1,1,0
1,-5.7,GO:0019932,second-messenger-mediated signaling,M1,1,0
1,-3,GO:0030325,adrenal gland development,M1,1,0
1,-4.8,GO:0009611,response to wounding,M1,1,0
1,-2.2,GO:0030178,negative regulation of Wnt signaling pathway,M1,1,0
1,-5.3,GO:0030728,ovulation,M1,1,0
1,-4.1,GO:0006874,intracellular calcium ion homeostasis,M1,1,0
1,-2.7,R-HSA-162909,Host Interactions of HIV factors,M1,1,0
1,-4.5,GO:1903305,regulation of regulated secretory pathway,M1,1,0
1,-6.7,hsa04211,Longevity regulating pathway,M1,1,0
1,-3.1,GO:0048641,regulation of skeletal muscle tissue development,M1,1,0
1,-4.2,GO:0061136,regulation of proteasomal protein catabolic process,M1,1,0
1,-3,hsa05217,Basal cell carcinoma,M1,1,0
1,-3.2,GO:0019217,regulation of fatty acid metabolic process,M1,1,0
1,-2,hsa04929,GnRH secretion,M1,1,0
1,-3.6,GO:0006801,superoxide metabolic process,M1,1,0
1,-4.1,GO:0008610,lipid biosynthetic process,M1,1,0
1,-2.6,WP3941,Oxidative damage response,M1,1,0
1,-5.7,R-HSA-9824443,Parasitic Infection Pathways,M1,1,0
1,-2.4,GO:0030902,hindbrain development,M1,1,0
1,-3.3,GO:0070663,regulation of leukocyte proliferation,M1,1,0
1,-4.1,hsa04660,T cell receptor signaling pathway,M1,1,0
1,-3.6,GO:0090207,regulation of triglyceride metabolic process,M1,1,0
1,-5.8,GO:0051481,negative regulation of cytosolic calcium ion concentration,M1,1,0
1,-4.7,GO:0048639,positive regulation of developmental growth,M1,1,0
1,-7.8,GO:0071375,cellular response to peptide hormone stimulus,M1,1,0
1,-3,GDP06812,Still Disease,M1,1,0
1,-4,GO:0008286,insulin receptor signaling pathway,M1,1,0
1,-7.1,R-HSA-9824446,Viral Infection Pathways,M1,1,0
1,-2,GO:0016050,vesicle organization,M1,1,0
1,-6.7,hsa05161,Hepatitis B,M1,1,0
1,-5.6,GO:2001233,regulation of apoptotic signaling pathway,M1,1,0
1,-3.5,GO:0002064,epithelial cell development,M1,1,0
1,-3.9,GO:0044772,mitotic cell cycle phase transition,M1,1,0
1,-3.5,GO:0045744,negative regulation of G protein-coupled receptor signaling pathway,M1,1,0
1,-2,GDP05771,Physiologic Amenorrhea,M1,1,0
1,-2.9,GO:1903037,regulation of leukocyte cell-cell adhesion,M1,1,0
1,-5.3,WP23,B cell receptor signaling pathway,M1,1,0
1,-2.9,WP5130,Th17 cell differentiation pathway,M1,1,0
1,-2.1,GO:2001258,negative regulation of cation channel activity,M1,1,0
1,-5,R-HSA-5675221,Negative regulation of MAPK pathway,M1,1,0
1,-6.3,GO:0009314,response to radiation,M1,1,0
1,-3.5,GO:0099054,presynapse assembly,M1,1,0
1,-14,GO:0030335,positive regulation of cell migration,M1,1,0
1,-2.1,R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21,M1,1,0
1,-3,GO:0006641,triglyceride metabolic process,M1,1,0
1,-3,GO:1903055,positive regulation of extracellular matrix organization,M1,1,0
1,-4.1,GO:0022409,positive regulation of cell-cell adhesion,M1,1,0
1,-2,GO:0060079,excitatory postsynaptic potential,M1,1,0
1,-2.5,GDP01121,Celiac disease,M1,1,0
1,-2.8,GDP00773,Bicuspid aortic valve,M1,1,0
1,-3.4,R-HSA-389513,CTLA4 inhibitory signaling,M1,1,0
1,-2.3,GO:0002753,cytosolic pattern recognition receptor signaling pathway,M1,1,0
1,-5.2,R-HSA-9614085,FOXO-mediated transcription,M1,1,0
1,-2.9,GDP04226,Lymphoblastic Leukemia,M1,1,0
1,-3.5,GDP05840,"Polyarthritis, Rheumatoid Factor Positive",M1,1,0
1,-7.8,GO:0002028,regulation of sodium ion transport,M1,1,0
1,-2.2,GO:0032231,regulation of actin filament bundle assembly,M1,1,0
1,-4.4,GO:0001954,positive regulation of cell-matrix adhesion,M1,1,0
