_MEMBER_cluster_1_x_name,_LogP_cluster_1_x_name,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-6.323824050891052,hsa05010,M1,1,0,KEGG Pathway,24,Alzheimer disease,,-6.323824050891052,5.326791465378421,7.083632226451967,30244,384,207,14,6.763285024154589,1.7453685823899043,348|842|1855|2904|3643|4035|5530|5970|8503|8660|23236|50507|64116|89780,APOE|CASP9|DVL1|GRIN2B|INSR|LRP1|PPP3CA|RELA|PIK3R3|IRS2|PLCB1|NOX4|SLC39A8|WNT3A,-4.3909294015510145,0,77.0,0.0,0.0,-7.421112674536998,7.2219834316048575,
1,-6.319907767584878,GO:1902893,M1,1,0,GO Biological Processes,19,regulation of miRNA transcription,19_GO:0008152 metabolic process,-6.319907767584878,14.822376251487782,9.54229737338516,30244,69,207,7,3.3816425120772946,1.256343796466174,2099|2309|4088|5970|6720|7040|9612,ESR1|FOXO3|SMAD3|RELA|SREBF1|TGFB1|NCOR2,-4.388262887400547,0,107.0,1.0,1.0,-6.319907767584878,25.40978785969334,
1,-6.316438074381111,WP2059,M1,1,0,WikiPathways,27,Alzheimer's disease and miRNA effects,,-6.316438074381111,5.790797690585602,7.2420633801054,30244,328,207,13,6.280193236714976,1.6862308203856435,348|842|1855|2904|3643|4035|5530|5970|8503|8660|23236|50507|89780,APOE|CASP9|DVL1|GRIN2B|INSR|LRP1|PPP3CA|RELA|PIK3R3|IRS2|PLCB1|NOX4|WNT3A,-4.386929867145496,0,77.0,0.0,0.0,-7.421112674536998,7.2219834316048575,
1,-6.316085946926132,hsa04024,M1,1,0,KEGG Pathway,24,cAMP signaling pathway,,-6.316085946926132,7.142973698336016,7.677876721843168,30244,225,207,11,5.314009661835748,1.5590816501310376,51|154|490|1129|2696|2904|4792|4881|5970|6237|8503,ACOX1|ADRB2|ATP2B1|CHRM2|GIPR|GRIN2B|NFKBIA|NPR1|RELA|RRAS|PIK3R3,-4.386929867145496,0,108.0,1.0,1.0,-6.316085946926132,7.142973698336016,
1,-6.311638490275169,GO:0042692,M1,1,0,GO Biological Processes,19,muscle cell differentiation,19_GO:0032502 developmental process,-6.311638490275169,6.375546772068511,7.433993828129292,30244,275,207,12,5.797101449275362,1.6242482612208529,596|4205|4624|4773|5156|5530|6497|6546|10266|50507|89780|150094,BCL2|MEF2A|MYH6|NFATC2|PDGFRA|PPP3CA|SKI|SLC8A1|RAMP2|NOX4|WNT3A|SIK1,-4.383721482610081,0,27.0,0.0,0.0,-12.006057464592667,11.116782188615836,
1,-6.3073370573694305,GO:0007179,M1,1,0,GO Biological Processes,19,transforming growth factor beta receptor signaling pathway,19_GO:0050896 response to stimulus,-6.3073370573694305,11.572774668771224,8.835390659914278,30244,101,207,8,3.864734299516908,1.3397260855411317,4053|4088|5747|6497|7040|7049|10979|23411,LTBP2|SMAD3|PTK2|SKI|TGFB1|TGFBR3|FERMT2|SIRT1,-4.381887638626341,0,14.0,0.0,0.0,-14.482520395382611,24.351046698872786,
1,-6.3073370573694305,GO:0046545,M1,1,0,GO Biological Processes,19,development of primary female sexual characteristics,19_GO:0022414 reproductive process,-6.3073370573694305,11.572774668771224,8.835390659914278,30244,101,207,8,3.864734299516908,1.3397260855411317,596|658|2099|4846|5156|5241|8204|23411,BCL2|BMPR1B|ESR1|NOS3|PDGFRA|PGR|NRIP1|SIRT1,-4.381887638626341,0,49.0,0.0,0.0,-9.288497987293942,64.93612453032742,
1,-6.297315405406203,GO:0045216,M1,1,0,GO Biological Processes,19,cell-cell junction organization,19_GO:0009987 cellular process,-6.297315405406203,8.11701556629093,7.9502377636938935,30244,180,207,10,4.830917874396135,1.4903133605747165,1445|1500|2697|3728|4088|5586|7040|7094|10266|10979,CSK|CTNND1|GJA1|JUP|SMAD3|PKN2|TGFB1|TLN1|RAMP2|FERMT2,-4.373094543301079,0,26.0,0.0,0.0,-12.619978073375382,8.378854778106763,
1,-6.283477379276161,GO:0045088,M1,1,0,GO Biological Processes,19,regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-6.283477379276161,5.285498508282465,7.043736108721207,30244,387,207,14,6.763285024154589,1.7453685823899043,164|348|857|1398|2099|2268|2534|2547|4792|5581|5970|7040|10614|81570,AP1G1|APOE|CAV1|CRK|ESR1|FGR|FYN|XRCC6|NFKBIA|PRKCE|RELA|TGFB1|HEXIM1|CLPB,-4.3604816082003435,0,101.0,0.0,0.0,-6.482679964541472,6.7285786931095855,
1,-6.278600022340766,hsa05418,M1,1,0,KEGG Pathway,24,Fluid shear stress and atherosclerosis,,-6.278600022340766,9.460118861432594,8.299155066638859,30244,139,207,9,4.3478260869565215,1.4174192664400747,596|658|857|1843|4205|4846|5747|5970|8503,BCL2|BMPR1B|CAV1|DUSP1|MEF2A|NOS3|PTK2|RELA|PIK3R3,-4.356825896182729,0,62.0,0.0,0.0,-8.587623735253198,32.46806226516371,
1,-6.274401632786698,WP185,M1,1,0,WikiPathways,27,Integrin-mediated cell adhesion,,-6.274401632786698,11.459316093587192,8.783885609632621,30244,102,207,8,3.864734299516908,1.3397260855411317,857|1398|1445|2534|3672|5596|5747|7094,CAV1|CRK|CSK|FYN|ITGA1|MAPK4|PTK2|TLN1,-4.35384572476798,0,34.0,0.0,0.0,-11.235828406720128,17.532753623188405,
1,-6.271850173077527,hsa05165,M1,1,0,KEGG Pathway,24,Human papillomavirus infection,,-6.271850173077527,5.738313119371835,7.195767095867017,30244,331,207,13,6.280193236714976,1.6862308203856435,595|898|1026|1855|2335|3672|5529|5728|5747|5970|6934|8503|89780,CCND1|CCNE1|CDKN1A|DVL1|FN1|ITGA1|PPP2R5E|PTEN|PTK2|RELA|TCF7L2|PIK3R3|WNT3A,-4.35250907559049,0,20.0,0.0,0.0,-13.428396823839595,29.22125603864734,
1,-6.264941658991897,WP2332,M1,1,0,WikiPathways,27,Interleukin-11 signaling pathway,,-6.264941658991897,19.923583662714098,10.427869355840276,30244,44,207,6,2.898550724637681,1.1660525840606604,596|2534|5970|7040|7525|8554,BCL2|FYN|RELA|TGFB1|YES1|PIAS1,-4.346811983439304,0,109.0,1.0,1.0,-6.264941658991897,19.923583662714098,
1,-6.261912913299348,R-HSA-9634638,M1,1,0,Reactome Gene Sets,6,Estrogen-dependent nuclear events downstream of ESR-membrane signaling,,-6.261912913299348,30.438808373590984,11.97699718979475,30244,24,207,5,2.4154589371980677,1.0671001199071612,595|596|2309|5747|7514,CCND1|BCL2|FOXO3|PTK2|XPO1,-4.344991289935724,0,110.0,1.0,1.0,-6.261912913299348,30.438808373590984,
1,-6.2532295104271105,hsa04360,M1,1,0,KEGG Pathway,24,Axon guidance,,-6.2532295104271105,8.027817593034984,7.894353501936658,30244,182,207,10,4.830917874396135,1.4903133605747165,658|2534|4773|5530|5747|6237|6259|8503|8633|23654,BMPR1B|FYN|NFATC2|PPP3CA|PTK2|RRAS|RYK|PIK3R3|UNC5C|PLXNB2,-4.337783594527579,0,72.0,0.0,0.0,-7.572894236702198,8.11701556629093,
1,-6.252299148125325,GO:0033135,M1,1,0,GO Biological Processes,19,regulation of peptidyl-serine phosphorylation,19_GO:0008152 metabolic process,-6.252299148125325,9.392546583850931,8.262567223722527,30244,140,207,9,4.3478260869565215,1.4174192664400747,596|857|5217|5587|5728|7040|8412|79109|89780,BCL2|CAV1|PFN2|PRKD1|PTEN|TGFB1|BCAR3|MAPKAP1|WNT3A,-4.337783594527579,0,111.0,1.0,1.0,-6.252299148125325,19.923583662714098,
1,-6.245191565563491,GO:0032412,M1,1,0,GO Biological Processes,19,regulation of monoatomic ion transmembrane transporter activity,19_GO:0051179 localization,-6.245191565563491,6.2841410835800735,7.361031823950228,30244,279,207,12,5.797101449275362,1.6242482612208529,154|857|1785|2669|4988|5530|5581|5774|6833|10060|23327|27347,ADRB2|CAV1|DNM2|GEM|OPRM1|PPP3CA|PRKCE|PTPN3|ABCC8|ABCC9|NEDD4L|STK39,-4.331874066468692,0,42.0,0.0,0.0,-10.200749410519162,27.394927536231883,
1,-6.241824775140462,GO:0022612,M1,1,0,GO Biological Processes,19,gland morphogenesis,19_GO:0032502 developmental process,-6.241824775140462,11.348060597532948,8.733092844165883,30244,103,207,8,3.864734299516908,1.3397260855411317,596|857|1605|2099|5241|7040|8945|10818,BCL2|CAV1|DAG1|ESR1|PGR|TGFB1|BTRC|FRS2,-4.330893515466025,0,112.0,1.0,1.0,-6.241824775140462,31.308488612836438,
1,-6.241824775140462,GO:0060070,M1,1,0,GO Biological Processes,19,canonical Wnt signaling pathway,19_GO:0050896 response to stimulus,-6.241824775140462,11.348060597532948,8.733092844165883,30244,103,207,8,3.864734299516908,1.3397260855411317,857|1855|3728|5728|5868|6259|6934|89780,CAV1|DVL1|JUP|PTEN|RAB5A|RYK|TCF7L2|WNT3A,-4.330893515466025,0,20.0,0.0,0.0,-13.428396823839595,29.22125603864734,
1,-6.235375298545366,GO:0120035,M1,1,0,GO Biological Processes,19,regulation of plasma membrane bounded cell projection organization,19_GO:0050789 regulation of biological process,-6.235375298545366,4.064780592702103,6.541796244441201,30244,647,207,18,8.695652173913043,1.958446158528047,348|857|1398|1785|1855|2335|2534|2904|5217|5530|5587|5728|5868|6259|10152|23327|23654|89780,APOE|CAV1|CRK|DNM2|DVL1|FN1|FYN|GRIN2B|PFN2|PPP3CA|PRKD1|PTEN|RAB5A|RYK|ABI2|NEDD4L|PLXNB2|WNT3A,-4.325632259808865,0,72.0,0.0,0.0,-7.572894236702198,8.11701556629093,
1,-6.221605028911935,GO:0034599,M1,1,0,GO Biological Processes,19,cellular response to oxidative stress,19_GO:0050896 response to stimulus,-6.221605028911935,6.987691661415668,7.567122022442316,30244,230,207,11,5.314009661835748,1.5590816501310376,358|406|596|2309|2534|4846|5156|5587|5970|23411|94241,AQP1|BMAL1|BCL2|FOXO3|FYN|NOS3|PDGFRA|PRKD1|RELA|SIRT1|TP53INP1,-4.313046969033113,0,80.0,0.0,0.0,-7.368646411836414,20.872325741890958,
1,-6.216047175802757,GDP04174,M1,1,0,GeDiPNet,37,Liver carcinoma,,-6.216047175802757,4.275054670025859,6.617110918397955,30244,581,207,17,8.21256038647343,1.9082960132365834,51|595|898|1031|1544|2099|2260|3663|4292|4792|5728|5747|6720|7040|8289|8660|56992,ACOX1|CCND1|CCNE1|CDKN2C|CYP1A2|ESR1|FGFR1|IRF5|MLH1|NFKBIA|PTEN|PTK2|SREBF1|TGFB1|ARID1A|IRS2|KIF15,-4.308670870345363,0,113.0,1.0,1.0,-6.216047175802757,5.583679497830702,
1,-6.209599298635331,GO:0048771,M1,1,0,GO Biological Processes,19,tissue remodeling,19_GO:0032501 multicellular organismal process,-6.209599298635331,11.238944630248977,8.682995386896438,30244,104,207,8,3.864734299516908,1.3397260855411317,154|857|2697|4846|4883|7040|7369|50507,ADRB2|CAV1|GJA1|NOS3|NPR3|TGFB1|UMOD|NOX4,-4.30340154066348,0,114.0,1.0,1.0,-6.209599298635331,13.282389108476064,
1,-6.200328698545042,GO:0043271,M1,1,0,GO Biological Processes,19,negative regulation of monoatomic ion transport,19_GO:0051179 localization,-6.200328698545042,9.26025719534599,8.190480800273667,30244,142,207,9,4.3478260869565215,1.4174192664400747,596|857|2669|4846|5530|5581|23327|27347|29763,BCL2|CAV1|GEM|NOS3|PPP3CA|PRKCE|NEDD4L|STK39|PACSIN3,-4.295306298481125,0,42.0,0.0,0.0,-10.200749410519162,27.394927536231883,
1,-6.198601687852801,GO:0001525,M1,1,0,GO Biological Processes,19,angiogenesis,19_GO:0032502 developmental process,-6.198601687852801,5.652921555095468,7.119852779098592,30244,336,207,13,6.280193236714976,1.6862308203856435,857|1605|2335|4846|4883|5156|5587|5747|7040|8503|10266|23411|56913,CAV1|DAG1|FN1|NOS3|NPR3|PDGFRA|PRKD1|PTK2|TGFB1|PIK3R3|RAMP2|SIRT1|C1GALT1,-4.294751473336936,0,25.0,0.0,0.0,-12.659016156018723,10.14626945786366,
1,-6.1921835397842555,WP2572,M1,1,0,WikiPathways,27,Primary focal segmental glomerulosclerosis (FSGS),,-6.1921835397842555,14.204777241009124,9.312464026826675,30244,72,207,7,3.3816425120772946,1.256343796466174,1026|1605|2534|4643|5747|7040|7094,CDKN1A|DAG1|FYN|MYO1E|PTK2|TGFB1|TLN1,-4.289502355535241,0,115.0,1.0,1.0,-6.1921835397842555,39.847167325428195,
1,-6.179859430410625,GDP05413,M1,1,0,GeDiPNet,37,Osteoporosis,,-6.179859430410625,6.195319301480001,7.289481529640321,30244,283,207,12,5.797101449275362,1.6242482612208529,857|1584|1593|2099|2260|3663|4088|7040|7094|8572|10060|89780,CAV1|CYP11B1|CYP27A1|ESR1|FGFR1|IRF5|SMAD3|TGFB1|TLN1|PDLIM4|ABCC9|WNT3A,-4.278344138088401,0,116.0,1.0,1.0,-6.179859430410625,10.957971014492752,
1,-6.169667405908807,GO:0030111,M1,1,0,GO Biological Processes,19,regulation of Wnt signaling pathway,19_GO:0050896 response to stimulus,-6.169667405908807,5.619472315124489,7.089912649332314,30244,338,207,13,6.280193236714976,1.6862308203856435,348|406|857|1500|3728|4035|4088|6497|6934|7040|8945|59343|89780,APOE|BMAL1|CAV1|CTNND1|JUP|LRP1|SMAD3|SKI|TCF7L2|TGFB1|BTRC|SENP2|WNT3A,-4.271059447853232,0,117.0,1.0,1.0,-6.169667405908807,14.61062801932367,
1,-6.169095727056483,GO:0030002,M1,1,0,GO Biological Processes,19,intracellular monoatomic anion homeostasis,19_GO:0042592 homeostatic process,-6.169095727056483,53.129556433904256,14.355194471188703,30244,11,207,4,1.932367149758454,0.9568029296846047,1152|6558|7369|27347,CKB|SLC12A2|UMOD|STK39,-4.271059447853232,0,103.0,0.0,0.0,-6.464988490056379,53.129556433904256,
1,-6.169095727056483,GO:0030644,M1,1,0,GO Biological Processes,19,intracellular chloride ion homeostasis,19_GO:0042592 homeostatic process,-6.169095727056483,53.129556433904256,14.355194471188703,30244,11,207,4,1.932367149758454,0.9568029296846047,1152|6558|7369|27347,CKB|SLC12A2|UMOD|STK39,-4.271059447853232,0,103.0,0.0,0.0,-6.464988490056379,53.129556433904256,
1,-6.167421104708763,GO:2000209,M1,1,0,GO Biological Processes,19,regulation of anoikis,19_GO:0050789 regulation of biological process,-6.167421104708763,29.221256038647343,11.718597266700684,30244,25,207,5,2.4154589371980677,1.0671001199071612,596|857|5747|8503|150094,BCL2|CAV1|PTK2|PIK3R3|SIK1,-4.270538330783643,0,62.0,0.0,0.0,-8.587623735253198,32.46806226516371,
1,-6.147041126419705,hsa04930,M1,1,0,KEGG Pathway,24,Type II diabetes mellitus,,-6.147041126419705,19.057340894770004,10.174497105471998,30244,46,207,6,2.898550724637681,1.1660525840606604,3643|3767|5581|6833|8503|8660,INSR|KCNJ11|PRKCE|ABCC8|PIK3R3|IRS2,-4.251589892578249,0,96.0,0.0,0.0,-6.677515087191483,109.57971014492753,
1,-6.146174806741088,GO:0033138,M1,1,0,GO Biological Processes,19,positive regulation of peptidyl-serine phosphorylation,19_GO:0048518 positive regulation of biological process,-6.146174806741088,11.026889071187675,8.584821289265749,30244,106,207,8,3.864734299516908,1.3397260855411317,596|857|5217|5587|7040|8412|79109|89780,BCL2|CAV1|PFN2|PRKD1|TGFB1|BCAR3|MAPKAP1|WNT3A,-4.251589892578249,0,111.0,0.0,0.0,-6.252299148125325,19.923583662714098,
1,-6.140937992981149,GO:0062012,M1,1,0,GO Biological Processes,19,regulation of small molecule metabolic process,19_GO:0008152 metabolic process,-6.140937992981149,5.586416595623757,7.0602104544674384,30244,340,207,13,6.280193236714976,1.6862308203856435,348|857|3643|4846|5208|5571|5581|6720|8660|9612|23411|51422|150094,APOE|CAV1|INSR|NOS3|PFKFB2|PRKAG1|PRKCE|SREBF1|IRS2|NCOR2|SIRT1|PRKAG2|SIK1,-4.247497465467047,0,47.0,0.0,0.0,-9.923285978269032,25.783461210571183,
1,-6.129483887281109,GO:0001894,M1,1,0,GO Biological Processes,19,tissue homeostasis,19_GO:0042592 homeostatic process,-6.129483887281109,6.839017370747249,7.459629655623992,30244,235,207,11,5.314009661835748,1.5590816501310376,154|596|2697|4846|6558|6833|8842|8861|27347|50507|64116,ADRB2|BCL2|GJA1|NOS3|SLC12A2|ABCC8|PROM1|LDB1|STK39|NOX4|SLC39A8,-4.238323126061905,0,6.0,0.0,0.0,-16.76646029870967,7.703785682916119,
1,-6.129483887281109,GO:0060249,M1,1,0,GO Biological Processes,19,anatomical structure homeostasis,19_GO:0042592 homeostatic process,-6.129483887281109,6.839017370747249,7.459629655623992,30244,235,207,11,5.314009661835748,1.5590816501310376,154|596|2697|4846|6558|6833|8842|8861|27347|50507|64116,ADRB2|BCL2|GJA1|NOS3|SLC12A2|ABCC8|PROM1|LDB1|STK39|NOX4|SLC39A8,-4.238323126061905,0,6.0,0.0,0.0,-16.76646029870967,7.703785682916119,
1,-6.124232574089362,R-HSA-2990846,M1,1,0,Reactome Gene Sets,6,SUMOylation,,-6.124232574089362,7.771610648576421,7.7316937432987745,30244,188,207,10,4.830917874396135,1.4903133605747165,1655|2099|4792|5241|5970|7329|8204|8554|9612|59343,DDX5|ESR1|NFKBIA|PGR|RELA|UBE2I|NRIP1|PIAS1|NCOR2|SENP2,-4.234207223927073,0,73.0,0.0,0.0,-7.566545712998184,22.233564377231673,
1,-6.1149624559162445,GO:0090277,M1,1,0,GO Biological Processes,19,positive regulation of peptide hormone secretion,19_GO:0051179 localization,-6.1149624559162445,10.923834033139192,8.53671342380846,30244,107,207,8,3.864734299516908,1.3397260855411317,2696|5208|5581|6833|6934|8660|23236|55107,GIPR|PFKFB2|PRKCE|ABCC8|TCF7L2|IRS2|PLCB1|ANO1,-4.226069556152864,0,15.0,0.0,0.0,-14.279605332595441,14.082533030673417,
1,-6.10423468350762,GO:0006351,M1,1,0,GO Biological Processes,19,DNA-templated transcription,19_GO:0008152 metabolic process,-6.10423468350762,4.195619532576054,6.518658876325208,30244,592,207,17,8.21256038647343,1.9082960132365834,154|905|1655|2099|2309|3159|4205|4773|5970|6720|8178|8204|8554|8861|54617|64116|89780,ADRB2|CCNT2|DDX5|ESR1|FOXO3|HMGA1|MEF2A|NFATC2|RELA|SREBF1|ELL|NRIP1|PIAS1|LDB1|INO80|SLC39A8|WNT3A,-4.2165561841113535,0,118.0,1.0,1.0,-6.10423468350762,5.5134445355938375,
1,-6.10319300357051,GDP04658,M1,1,0,GeDiPNet,37,Migraine,,-6.10319300357051,7.73049101551517,7.705283369694802,30244,189,207,10,4.830917874396135,1.4903133605747165,744|2099|4035|4088|4292|5970|6201|7040|23327|57419,MPPED2|ESR1|LRP1|SMAD3|MLH1|RELA|RPS7|TGFB1|NEDD4L|SLC24A3,-4.2165561841113535,0,107.0,0.0,0.0,-6.319907767584878,25.40978785969334,
1,-6.098829033153318,GO:0050714,M1,1,0,GO Biological Processes,19,positive regulation of protein secretion,19_GO:0051179 localization,-6.098829033153318,9.006551518761167,8.050492349814611,30244,146,207,9,4.3478260869565215,1.4174192664400747,2696|5208|5581|6833|6934|7040|8660|23236|55107,GIPR|PFKFB2|PRKCE|ABCC8|TCF7L2|TGFB1|IRS2|PLCB1|ANO1,-4.213315874041317,0,15.0,0.0,0.0,-14.279605332595441,14.082533030673417,
1,-6.092814569237761,GO:0031344,M1,1,0,GO Biological Processes,19,regulation of cell projection organization,19_GO:0050789 regulation of biological process,-6.092814569237761,3.9726783134112704,6.419962235076121,30244,662,207,18,8.695652173913043,1.958446158528047,348|857|1398|1785|1855|2335|2534|2904|5217|5530|5587|5728|5868|6259|10152|23327|23654|89780,APOE|CAV1|CRK|DNM2|DVL1|FN1|FYN|GRIN2B|PFN2|PPP3CA|PRKD1|PTEN|RAB5A|RYK|ABI2|NEDD4L|PLXNB2|WNT3A,-4.2084221707010565,0,72.0,0.0,0.0,-7.572894236702198,8.11701556629093,
1,-6.084189680232343,GO:0097659,M1,1,0,GO Biological Processes,19,nucleic acid-templated transcription,19_GO:0008152 metabolic process,-6.084189680232343,4.181492867483205,6.501014845259914,30244,594,207,17,8.21256038647343,1.9082960132365834,154|905|1655|2099|2309|3159|4205|4773|5970|6720|8178|8204|8554|8861|54617|64116|89780,ADRB2|CCNT2|DDX5|ESR1|FOXO3|HMGA1|MEF2A|NFATC2|RELA|SREBF1|ELL|NRIP1|PIAS1|LDB1|INO80|SLC39A8|WNT3A,-4.200915157427139,0,118.0,0.0,0.0,-6.10423468350762,5.5134445355938375,
1,-6.078055000242684,GO:0048812,M1,1,0,GO Biological Processes,19,neuron projection morphogenesis,19_GO:0032502 developmental process,-6.078055000242684,4.723263368315843,6.70949341918721,30244,464,207,15,7.246376811594203,1.801941658435389,596|658|1605|1785|1855|2534|3672|4205|5530|5728|5747|6259|8633|23654|89780,BCL2|BMPR1B|DAG1|DNM2|DVL1|FYN|ITGA1|MEF2A|PPP3CA|PTEN|PTK2|RYK|UNC5C|PLXNB2|WNT3A,-4.195895483138272,0,72.0,0.0,0.0,-7.572894236702198,8.11701556629093,
1,-6.053505641727369,GO:0002793,M1,1,0,GO Biological Processes,19,positive regulation of peptide secretion,19_GO:0051179 localization,-6.053505641727369,10.723396711430217,8.442381752505419,30244,109,207,8,3.864734299516908,1.3397260855411317,2696|5208|5581|6833|6934|8660|23236|55107,GIPR|PFKFB2|PRKCE|ABCC8|TCF7L2|IRS2|PLCB1|ANO1,-4.173567584616915,0,15.0,0.0,0.0,-14.279605332595441,14.082533030673417,
1,-6.053505641727369,GO:0003015,M1,1,0,GO Biological Processes,19,heart process,19_GO:0032501 multicellular organismal process,-6.053505641727369,10.723396711430217,8.442381752505419,30244,109,207,8,3.864734299516908,1.3397260855411317,857|2534|2697|4624|6546|10060|23327|50507,CAV1|FYN|GJA1|MYH6|SLC8A1|ABCC9|NEDD4L|NOX4,-4.173567584616915,0,98.0,0.0,0.0,-6.635598505104292,22.477889260497953,
1,-6.049254111209892,hsa04072,M1,1,0,KEGG Pathway,24,Phospholipase D signaling pathway,,-6.049254111209892,8.884841363102232,7.982496905724138,30244,148,207,9,4.3478260869565215,1.4174192664400747,1785|2534|3643|5156|6237|8395|8503|22808|23236,DNM2|FYN|INSR|PDGFRA|RRAS|PIP5K1B|PIK3R3|MRAS|PLCB1,-4.1704225374544075,0,23.0,0.0,0.0,-12.83390459210008,14.610628019323673,
1,-6.03467943534443,GO:0042311,M1,1,0,GO Biological Processes,19,vasodilation,19_GO:0032501 multicellular organismal process,-6.03467943534443,18.263285024154587,9.936619995915072,30244,48,207,6,2.898550724637681,1.1660525840606604,154|348|1373|3672|4846|4883,ADRB2|APOE|CPS1|ITGA1|NOS3|NPR3,-4.159150497139031,0,1.0,0.0,0.0,-26.739703068371153,18.263285024154587,
1,-6.03467943534443,M141,M1,1,0,Canonical Pathways,11,PID PI3KCI PATHWAY,,-6.03467943534443,18.263285024154587,9.936619995915072,30244,48,207,6,2.898550724637681,1.1660525840606604,2268|2309|2534|5728|7525|8503,FGR|FOXO3|FYN|PTEN|YES1|PIK3R3,-4.159150497139031,0,85.0,0.0,0.0,-6.930308330323703,20.872325741890958,
1,-6.03467943534443,WP1541,M1,1,0,WikiPathways,27,Energy metabolism,,-6.03467943534443,18.263285024154587,9.936619995915072,30244,48,207,6,2.898550724637681,1.1660525840606604,2309|4205|5530|5571|23411|51422,FOXO3|MEF2A|PPP3CA|PRKAG1|SIRT1|PRKAG2,-4.159150497139031,0,48.0,0.0,0.0,-9.621736450659842,18.263285024154587,
1,-6.03076940307595,WP2034,M1,1,0,WikiPathways,27,Leptin signaling pathway,,-6.03076940307595,13.457157386219171,9.02655053891615,30244,76,207,7,3.3816425120772946,1.256343796466174,595|2099|2534|4846|5728|5747|5970,CCND1|ESR1|FYN|NOS3|PTEN|PTK2|RELA,-4.1574283510187255,0,80.0,0.0,0.0,-7.368646411836414,20.872325741890958,
1,-6.03076940307595,hsa05212,M1,1,0,KEGG Pathway,24,Pancreatic cancer,,-6.03076940307595,13.457157386219171,9.02655053891615,30244,76,207,7,3.3816425120772946,1.256343796466174,595|842|1026|4088|5970|7040|8503,CCND1|CASP9|CDKN1A|SMAD3|RELA|TGFB1|PIK3R3,-4.1574283510187255,0,18.0,0.0,0.0,-13.83053039168606,23.377004830917873,
1,-6.020297121187978,hsa05202,M1,1,0,KEGG Pathway,24,Transcriptional misregulation in cancer,,-6.020297121187978,7.570273585141798,7.601546812063806,30244,193,207,10,4.830917874396135,1.4903133605747165,905|1026|1031|1655|3728|5747|5970|8842|8861|84444,CCNT2|CDKN1A|CDKN2C|DDX5|JUP|PTK2|RELA|PROM1|LDB1|DOT1L,-4.148045892743815,0,119.0,1.0,1.0,-6.020297121187978,7.570273585141798,
1,-6.00568815506679,hsa04010,M1,1,0,KEGG Pathway,24,MAPK signaling pathway,,-6.00568815506679,5.963521640540274,7.09961015179274,30244,294,207,12,5.797101449275362,1.6242482612208529,1398|1843|1844|2260|3643|5156|5530|5970|6237|7040|22808|80824,CRK|DUSP1|DUSP2|FGFR1|INSR|PDGFRA|PPP3CA|RELA|RRAS|TGFB1|MRAS|DUSP16,-4.13452402226384,0,120.0,1.0,1.0,-6.00568815506679,19.057340894770004,
1,-6.004286429056985,GO:0060485,M1,1,0,GO Biological Processes,19,mesenchyme development,19_GO:0032502 developmental process,-6.004286429056985,6.641194554238031,7.3143036818090374,30244,242,207,11,5.314009661835748,1.5590816501310376,59|596|1655|2260|2335|4088|4846|6201|7040|7049|89780,ACTA2|BCL2|DDX5|FGFR1|FN1|SMAD3|NOS3|RPS7|TGFB1|TGFBR3|WNT3A,-4.134206677546255,0,14.0,0.0,0.0,-14.482520395382611,24.351046698872786,
1,-5.9998820437271565,hsa05167,M1,1,0,KEGG Pathway,24,Kaposi sarcoma-associated herpesvirus infection,,-5.9998820437271565,7.531251556352408,7.576076795231039,30244,194,207,10,4.830917874396135,1.4903133605747165,595|842|1026|4773|4792|5530|5970|6934|8503|57580,CCND1|CASP9|CDKN1A|NFATC2|NFKBIA|PPP3CA|RELA|TCF7L2|PIK3R3|PREX1,-4.1308839726807145,0,52.0,0.0,0.0,-9.095355453812557,39.847167325428195,
1,-5.990901593197781,R-HSA-5653656,M1,1,0,Reactome Gene Sets,6,Vesicle-mediated transport,,-5.990901593197781,3.907745978422379,6.332866316675332,30244,673,207,18,8.695652173913043,1.958446158528047,154|164|348|1129|1785|2060|2697|4035|5571|5868|6857|11267|23166|23637|29763|51422|56992|84251,ADRB2|AP1G1|APOE|CHRM2|DNM2|EPS15|GJA1|LRP1|PRKAG1|RAB5A|SYT1|SNF8|STAB1|RABGAP1|PACSIN3|PRKAG2|KIF15|SGIP1,-4.126931673384949,0,121.0,1.0,1.0,-5.990901593197781,8.005823572232147,
1,-5.99056138829064,GDP03317,M1,1,0,GeDiPNet,37,Hyperinsulinemic hypoglycemia,,-5.99056138829064,27.056718554303096,11.244632390257017,30244,27,207,5,2.4154589371980677,1.0671001199071612,1026|1031|3643|3767|6833,CDKN1A|CDKN2C|INSR|KCNJ11|ABCC8,-4.126931673384949,0,96.0,0.0,0.0,-6.677515087191483,109.57971014492753,
