Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
cluster_1_x_name,GO Biological Processes,19,GO:0050709,negative regulation of protein secretion,19_GO:0051179 localization,-5.1,13,8.1,30244,78,183,6,3.3,1.3,348|3767|4988|5530|6720|6833,APOE|KCNJ11|OPRM1|PPP3CA|SREBF1|ABCC8,-3.7
cluster_1_x_name,GO Biological Processes,19,GO:0016311,dephosphorylation,19_GO:0008152 metabolic process,-5.1,6.8,6.7,30244,219,183,9,4.9,1.6,596|1843|1844|5529|5530|5728|5774|8945|80824,BCL2|DUSP1|DUSP2|PPP2R5E|PPP3CA|PTEN|PTPN3|BTRC|DUSP16,-3.7
cluster_1_x_name,GO Biological Processes,19,GO:0070665,positive regulation of leukocyte proliferation,19_GO:0048518 positive regulation of biological process,-5.1,8,7,30244,166,183,8,4.4,1.5,596|1026|4773|5530|5747|6541|8660|89780,BCL2|CDKN1A|NFATC2|PPP3CA|PTK2|SLC7A1|IRS2|WNT3A,-3.7
cluster_1_x_name,KEGG Pathway,24,hsa04722,Neurotrophin signaling pathway,,-5.1,9.7,7.4,30244,119,183,7,3.8,1.4,596|1398|2309|4792|5970|8503|10818,BCL2|CRK|FOXO3|NFKBIA|RELA|PIK3R3|FRS2,-3.6
cluster_1_x_name,GO Biological Processes,19,GO:0040007,growth,19_GO:0040007 growth,-5.1,4.8,6.1,30244,411,183,12,6.6,1.8,596|658|1026|1605|1855|2099|4088|5530|6259|6497|7049|89780,BCL2|BMPR1B|CDKN1A|DAG1|DVL1|ESR1|SMAD3|PPP3CA|RYK|SKI|TGFBR3|WNT3A,-3.6
cluster_1_x_name,GO Biological Processes,19,GO:0048589,developmental growth,19_GO:0040007 growth,-5.1,4.8,6.1,30244,411,183,12,6.6,1.8,596|658|1026|1605|1855|2099|4088|5530|6259|6497|7049|89780,BCL2|BMPR1B|CDKN1A|DAG1|DVL1|ESR1|SMAD3|PPP3CA|RYK|SKI|TGFBR3|WNT3A,-3.6
cluster_1_x_name,GO Biological Processes,19,GO:0055001,muscle cell development,19_GO:0032502 developmental process,-5.1,7.9,7,30244,167,183,8,4.4,1.5,596|4205|4624|4773|5156|5530|6497|10266,BCL2|MEF2A|MYH6|NFATC2|PDGFRA|PPP3CA|SKI|RAMP2,-3.6
cluster_1_x_name,Canonical Pathways,11,M8626,SIG BCR SIGNALING PATHWAY,,-5.1,18,9,30244,46,183,5,2.7,1.2,596|1445|1605|4773|5530,BCL2|CSK|DAG1|NFATC2|PPP3CA,-3.6
cluster_1_x_name,GeDiPNet,37,GDP04555,Metabolic Syndrome,,-5.1,13,8,30244,79,183,6,3.3,1.3,3159|4205|4846|6934|23411|79068,HMGA1|MEF2A|NOS3|TCF7L2|SIRT1|FTO,-3.6
cluster_1_x_name,GO Biological Processes,19,GO:0048017,inositol lipid-mediated signaling,19_GO:0050896 response to stimulus,-5.1,13,8,30244,79,183,6,3.3,1.3,2260|4883|5156|5287|5728|23236,FGFR1|NPR3|PDGFRA|PIK3C2B|PTEN|PLCB1,-3.6
cluster_1_x_name,GO Biological Processes,19,GO:0055081,monoatomic anion homeostasis,19_GO:0042592 homeostatic process,-5.1,30,11,30244,22,183,4,2.2,1.1,1152|1373|6558|27347,CKB|CPS1|SLC12A2|STK39,-3.6
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-912631,Regulation of signaling by CBL,,-5.1,30,11,30244,22,183,4,2.2,1.1,1398|2534|7525|8503,CRK|FYN|YES1|PIK3R3,-3.6
cluster_1_x_name,GO Biological Processes,19,GO:0097485,neuron projection guidance,19_GO:0040011 locomotion,-5.1,6.7,6.7,30244,221,183,9,4.9,1.6,658|1605|1855|2534|5747|6259|8633|23654|89780,BMPR1B|DAG1|DVL1|FYN|PTK2|RYK|UNC5C|PLXNB2|WNT3A,-3.6
cluster_1_x_name,GO Biological Processes,19,GO:0007411,axon guidance,19_GO:0040011 locomotion,-5.1,6.7,6.7,30244,221,183,9,4.9,1.6,658|1605|1855|2534|5747|6259|8633|23654|89780,BMPR1B|DAG1|DVL1|FYN|PTK2|RYK|UNC5C|PLXNB2|WNT3A,-3.6
cluster_1_x_name,GO Biological Processes,19,GO:0007369,gastrulation,19_GO:0032502 developmental process,-5,7.9,7,30244,168,183,8,4.4,1.5,1843|1844|1855|2335|4088|8861|10818|89780,DUSP1|DUSP2|DVL1|FN1|SMAD3|LDB1|FRS2|WNT3A,-3.6
cluster_1_x_name,GO Biological Processes,19,GO:0043068,positive regulation of programmed cell death,19_GO:0048518 positive regulation of biological process,-5,4.1,5.8,30244,561,183,14,7.7,2,596|658|857|1026|1785|2309|3663|3672|5728|6201|8633|23411|94241|150094,BCL2|BMPR1B|CAV1|CDKN1A|DNM2|FOXO3|IRF5|ITGA1|PTEN|RPS7|UNC5C|SIRT1|TP53INP1|SIK1,-3.6
cluster_1_x_name,WikiPathways,27,WP2431,Spinal cord injury,,-5,9.6,7.4,30244,121,183,7,3.8,1.4,358|595|2309|2697|5530|7040|50507,AQP1|CCND1|FOXO3|GJA1|PPP3CA|TGFB1|NOX4,-3.6
cluster_1_x_name,GO Biological Processes,19,GO:0007548,sex differentiation,19_GO:0022414 reproductive process,-5,5.8,6.4,30244,283,183,10,5.5,1.7,595|596|658|2099|3643|4846|5156|5241|8204|23411,CCND1|BCL2|BMPR1B|ESR1|INSR|NOS3|PDGFRA|PGR|NRIP1|SIRT1,-3.6
cluster_1_x_name,GO Biological Processes,19,GO:0009267,cellular response to starvation,19_GO:0050896 response to stimulus,-5,7.8,6.9,30244,170,183,8,4.4,1.5,596|1026|2309|5287|5587|6720|9213|23411,BCL2|CDKN1A|FOXO3|PIK3C2B|PRKD1|SREBF1|XPR1|SIRT1,-3.6
cluster_1_x_name,WikiPathways,27,WP4549,Fragile X syndrome,,-5,9.5,7.3,30244,122,183,7,3.8,1.4,1605|1785|2534|2904|5530|5728|23236,DAG1|DNM2|FYN|GRIN2B|PPP3CA|PTEN|PLCB1,-3.6
cluster_1_x_name,GO Biological Processes,19,GO:0035051,cardiocyte differentiation,19_GO:0032502 developmental process,-5,9.5,7.3,30244,122,183,7,3.8,1.4,4205|4624|5156|7049|50507|89780|150094,MEF2A|MYH6|PDGFRA|TGFBR3|NOX4|WNT3A|SIK1,-3.6
cluster_1_x_name,GeDiPNet,37,GDP06207,Renal cyst,,-5,12,7.9,30244,81,183,6,3.3,1.3,3767|5728|6497|6833|8204|81570,KCNJ11|PTEN|SKI|ABCC8|NRIP1|CLPB,-3.6
cluster_1_x_name,GO Biological Processes,19,GO:0045765,regulation of angiogenesis,19_GO:0032502 developmental process,-5,5.2,6.2,30244,350,183,11,6,1.8,358|3728|4846|4881|5587|6237|6558|6833|10266|23411|23576,AQP1|JUP|NOS3|NPR1|PRKD1|RRAS|SLC12A2|ABCC8|RAMP2|SIRT1|DDAH1,-3.6
cluster_1_x_name,GO Biological Processes,19,GO:1902894,negative regulation of miRNA transcription,19_GO:0048519 negative regulation of biological process,-5,29,10,30244,23,183,4,2.2,1.1,2099|5970|7040|9612,ESR1|RELA|TGFB1|NCOR2,-3.6
cluster_1_x_name,Canonical Pathways,11,M142,PID AJDISS 2PATHWAY,,-5,17,8.8,30244,48,183,5,2.7,1.2,1500|1785|2534|3728|5868,CTNND1|DNM2|FYN|JUP|RAB5A,-3.6
cluster_1_x_name,GO Biological Processes,19,GO:0007409,axonogenesis,19_GO:0032502 developmental process,-5,5.2,6.1,30244,352,183,11,6,1.8,596|658|1605|1855|2534|5728|5747|6259|8633|23654|89780,BCL2|BMPR1B|DAG1|DVL1|FYN|PTEN|PTK2|RYK|UNC5C|PLXNB2|WNT3A,-3.6
cluster_1_x_name,GO Biological Processes,19,GO:2000058,regulation of ubiquitin-dependent protein catabolic process,19_GO:0008152 metabolic process,-5,7.6,6.8,30244,173,183,8,4.4,1.5,857|1855|5728|5747|6201|7514|8554|23376,CAV1|DVL1|PTEN|PTK2|RPS7|XPO1|PIAS1|UFL1,-3.5
cluster_1_x_name,WikiPathways,27,WP5316,Primary ovarian insufficiency,,-4.9,7.6,6.8,30244,174,183,8,4.4,1.5,658|857|2099|2309|2547|5728|7049|23411,BMPR1B|CAV1|ESR1|FOXO3|XRCC6|PTEN|TGFBR3|SIRT1,-3.5
cluster_1_x_name,GO Biological Processes,19,GO:1901990,regulation of mitotic cell cycle phase transition,19_GO:0050789 regulation of biological process,-4.9,5.1,6.1,30244,355,183,11,6,1.8,595|596|1026|1031|1843|5728|8289|10783|23236|54617|59343,CCND1|BCL2|CDKN1A|CDKN2C|DUSP1|PTEN|ARID1A|NEK6|PLCB1|INO80|SENP2,-3.5
cluster_1_x_name,GO Biological Processes,19,GO:0090400,stress-induced premature senescence,19_GO:0050896 response to stimulus,-4.9,62,13,30244,8,183,3,1.6,0.94,406|1026|23411,BMAL1|CDKN1A|SIRT1,-3.5
cluster_1_x_name,GO Biological Processes,19,GO:1901342,regulation of vasculature development,19_GO:0032502 developmental process,-4.9,5.1,6.1,30244,356,183,11,6,1.8,358|3728|4846|4881|5587|6237|6558|6833|10266|23411|23576,AQP1|JUP|NOS3|NPR1|PRKD1|RRAS|SLC12A2|ABCC8|RAMP2|SIRT1|DDAH1,-3.5
cluster_1_x_name,GO Biological Processes,19,GO:0051099,positive regulation of binding,19_GO:0065007 biological regulation,-4.9,7.6,6.8,30244,175,183,8,4.4,1.5,348|857|1488|4035|6497|6934|7040|89780,APOE|CAV1|CTBP2|LRP1|SKI|TCF7L2|TGFB1|WNT3A,-3.5
cluster_1_x_name,GO Biological Processes,19,GO:0045471,response to ethanol,19_GO:0050896 response to stimulus,-4.9,9.2,7.2,30244,126,183,7,3.8,1.4,595|2534|2904|4988|5581|6720|94241,CCND1|FYN|GRIN2B|OPRM1|PRKCE|SREBF1|TP53INP1,-3.5
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-6802957,Oncogenic MAPK signaling,,-4.9,12,7.7,30244,84,183,6,3.3,1.3,1445|2335|7094|22808|22906|80824,CSK|FN1|TLN1|MRAS|TRAK1|DUSP16,-3.5
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-162906,HIV Infection,,-4.9,6.4,6.5,30244,231,183,9,4.9,1.6,164|905|2534|2547|3159|7514|8178|8945|23327,AP1G1|CCNT2|FYN|XRCC6|HMGA1|XPO1|ELL|BTRC|NEDD4L,-3.5
cluster_1_x_name,GO Biological Processes,19,GO:2000629,negative regulation of miRNA metabolic process,19_GO:0048519 negative regulation of biological process,-4.9,28,10,30244,24,183,4,2.2,1.1,2099|5970|7040|9612,ESR1|RELA|TGFB1|NCOR2,-3.5
cluster_1_x_name,GO Biological Processes,19,GO:0099537,trans-synaptic signaling,19_GO:0050789 regulation of biological process,-4.9,4.6,5.9,30244,428,183,12,6.6,1.8,348|1129|1488|1605|1855|2904|4988|5530|5581|5728|6857|8572,APOE|CHRM2|CTBP2|DAG1|DVL1|GRIN2B|OPRM1|PPP3CA|PRKCE|PTEN|SYT1|PDLIM4,-3.5
cluster_1_x_name,GO Biological Processes,19,GO:0010594,regulation of endothelial cell migration,19_GO:0040011 locomotion,-4.9,6.4,6.5,30244,232,183,9,4.9,1.6,348|2260|3728|4846|5587|5747|6237|7040|23411,APOE|FGFR1|JUP|NOS3|PRKD1|PTK2|RRAS|TGFB1|SIRT1,-3.5
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-201681,TCF dependent signaling in response to WNT,,-4.9,6.4,6.5,30244,232,183,9,4.9,1.6,857|1855|5529|6259|6934|7514|8395|8945|89780,CAV1|DVL1|PPP2R5E|RYK|TCF7L2|XPO1|PIP5K1B|BTRC|WNT3A,-3.5
cluster_1_x_name,GO Biological Processes,19,GO:0008361,regulation of cell size,19_GO:0065007 biological regulation,-4.9,7.5,6.7,30244,177,183,8,4.4,1.5,348|358|1785|2335|5728|6259|6558|89780,APOE|AQP1|DNM2|FN1|PTEN|RYK|SLC12A2|WNT3A,-3.5
cluster_1_x_name,GO Biological Processes,19,GO:0031397,negative regulation of protein ubiquitination,19_GO:0048519 negative regulation of biological process,-4.9,12,7.7,30244,85,183,6,3.3,1.3,857|2534|5581|6201|23376|59343,CAV1|FYN|PRKCE|RPS7|UFL1|SENP2,-3.5
cluster_1_x_name,GO Biological Processes,19,GO:0002429,immune response-activating cell surface receptor signaling pathway,19_GO:0002376 immune system process,-4.9,6.4,6.4,30244,233,183,9,4.9,1.6,596|1445|2268|2534|4773|4792|5581|5747|7525,BCL2|CSK|FGR|FYN|NFATC2|NFKBIA|PRKCE|PTK2|YES1,-3.5
cluster_1_x_name,GO Biological Processes,19,GO:0032535,regulation of cellular component size,19_GO:0065007 biological regulation,-4.9,5,6,30244,360,183,11,6,1.8,348|358|1785|2335|5217|5581|5728|5868|6259|6558|89780,APOE|AQP1|DNM2|FN1|PFN2|PRKCE|PTEN|RAB5A|RYK|SLC12A2|WNT3A,-3.5
cluster_1_x_name,KEGG Pathway,24,hsa04380,Osteoclast differentiation,,-4.9,9,7.1,30244,128,183,7,3.8,1.4,2534|4773|4792|5530|5970|7040|8503,FYN|NFATC2|NFKBIA|PPP3CA|RELA|TGFB1|PIK3R3,-3.5
cluster_1_x_name,GO Biological Processes,19,GO:0019058,viral life cycle,19_GO:0016032 viral process,-4.9,7.4,6.7,30244,178,183,8,4.4,1.5,348|857|1488|1605|2060|3643|6541|9213,APOE|CAV1|CTBP2|DAG1|EPS15|INSR|SLC7A1|XPR1,-3.5
cluster_1_x_name,GO Biological Processes,19,GO:0071241,cellular response to inorganic substance,19_GO:0050896 response to stimulus,-4.9,6.4,6.4,30244,234,183,9,4.9,1.6,358|1398|1544|1584|1785|4205|6558|6857|27347,AQP1|CRK|CYP1A2|CYP11B1|DNM2|MEF2A|SLC12A2|SYT1|STK39,-3.5
cluster_1_x_name,GO Biological Processes,19,GO:0044089,positive regulation of cellular component biogenesis,19_GO:0048518 positive regulation of biological process,-4.9,4.2,5.7,30244,506,183,13,7.1,1.9,857|1605|1785|4088|5217|5581|5587|7040|10152|10174|10979|11267|55832,CAV1|DAG1|DNM2|SMAD3|PFN2|PRKCE|PRKD1|TGFB1|ABI2|SORBS3|FERMT2|SNF8|CAND1,-3.5
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-3700989,Transcriptional Regulation by TP53,,-4.9,5,6,30244,362,183,11,6,1.8,898|905|1026|4292|5571|5728|8178|51422|79109|94241|117584,CCNE1|CCNT2|CDKN1A|MLH1|PRKAG1|PTEN|ELL|PRKAG2|MAPKAP1|TP53INP1|RFFL,-3.5
cluster_1_x_name,KEGG Pathway,24,hsa04926,Relaxin signaling pathway,,-4.8,9,7.1,30244,129,183,7,3.8,1.4,59|4792|4846|5970|7040|8503|23236,ACTA2|NFKBIA|NOS3|RELA|TGFB1|PIK3R3|PLCB1,-3.5
cluster_1_x_name,GO Biological Processes,19,GO:0034764,positive regulation of transmembrane transport,19_GO:0051179 localization,-4.8,6.3,6.4,30244,235,183,9,4.9,1.6,154|857|1785|3643|4205|5530|6833|8660|27347,ADRB2|CAV1|DNM2|INSR|MEF2A|PPP3CA|ABCC8|IRS2|STK39,-3.5
cluster_1_x_name,WikiPathways,27,WP3611,Photodynamic therapy-induced AP-1 survival signaling,,-4.8,16,8.5,30244,51,183,5,2.7,1.2,595|596|898|1026|5156,CCND1|BCL2|CCNE1|CDKN1A|PDGFRA,-3.5
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-2173793,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,,-4.8,16,8.5,30244,51,183,5,2.7,1.2,905|4088|6497|9612|23327,CCNT2|SMAD3|SKI|NCOR2|NEDD4L,-3.5
cluster_1_x_name,WikiPathways,27,WP4539,Synaptic signaling pathways associated with autism spectrum disorder,,-4.8,16,8.5,30244,51,183,5,2.7,1.2,2904|5571|5728|8503|51422,GRIN2B|PRKAG1|PTEN|PIK3R3|PRKAG2,-3.5
cluster_1_x_name,GO Biological Processes,19,GO:0038093,Fc receptor signaling pathway,19_GO:0002376 immune system process,-4.8,16,8.5,30244,51,183,5,2.7,1.2,2268|2534|5581|5747|7525,FGR|FYN|PRKCE|PTK2|YES1,-3.5
cluster_1_x_name,KEGG Pathway,24,hsa04014,Ras signaling pathway,,-4.8,6.3,6.4,30244,236,183,9,4.9,1.6,2260|2904|3643|5156|5868|5970|6237|8503|22808,FGFR1|GRIN2B|INSR|PDGFRA|RAB5A|RELA|RRAS|PIK3R3|MRAS,-3.4
cluster_1_x_name,GO Biological Processes,19,GO:0051048,negative regulation of secretion,19_GO:0051179 localization,-4.8,7.3,6.7,30244,180,183,8,4.4,1.5,348|2697|3767|4988|5530|6720|6833|27347,APOE|GJA1|KCNJ11|OPRM1|PPP3CA|SREBF1|ABCC8|STK39,-3.4
cluster_1_x_name,GO Biological Processes,19,GO:0050864,regulation of B cell activation,19_GO:0002376 immune system process,-4.8,8.9,7,30244,130,183,7,3.8,1.4,596|1026|4292|4773|7040|8660|89780,BCL2|CDKN1A|MLH1|NFATC2|TGFB1|IRS2|WNT3A,-3.4
cluster_1_x_name,GO Biological Processes,19,GO:1902895,positive regulation of miRNA transcription,19_GO:0048518 positive regulation of biological process,-4.8,16,8.4,30244,52,183,5,2.7,1.2,2309|4088|5970|6720|7040,FOXO3|SMAD3|RELA|SREBF1|TGFB1,-3.4
cluster_1_x_name,GO Biological Processes,19,GO:0030097,hemopoiesis,19_GO:0032502 developmental process,-4.8,3.7,5.5,30244,672,183,15,8.2,2,596|1106|2009|4643|5156|6237|7040|7049|8503|9644|23376|23411|57580|81570|89780,BCL2|CHD2|EML1|MYO1E|PDGFRA|RRAS|TGFB1|TGFBR3|PIK3R3|SH3PXD2A|UFL1|SIRT1|PREX1|CLPB|WNT3A,-3.4
cluster_1_x_name,GeDiPNet,37,GDP05616,Patent ductus arteriosus,,-4.8,6.2,6.3,30244,239,183,9,4.9,1.6,59|2697|4088|5728|6497|8289|10060|23327|79068,ACTA2|GJA1|SMAD3|PTEN|SKI|ARID1A|ABCC9|NEDD4L|FTO,-3.4
cluster_1_x_name,GO Biological Processes,19,GO:1901214,regulation of neuron death,19_GO:0050789 regulation of biological process,-4.8,5.5,6.1,30244,301,183,10,5.5,1.7,348|595|596|2309|2534|2904|3672|23411|89780|135112,APOE|CCND1|BCL2|FOXO3|FYN|GRIN2B|ITGA1|SIRT1|WNT3A|NCOA7,-3.4
cluster_1_x_name,GO Biological Processes,19,GO:0043409,negative regulation of MAPK cascade,19_GO:0048519 negative regulation of biological process,-4.8,7.2,6.6,30244,183,183,8,4.4,1.5,348|857|1445|1605|1843|1844|5728|80824,APOE|CAV1|CSK|DAG1|DUSP1|DUSP2|PTEN|DUSP16,-3.4
cluster_1_x_name,KEGG Pathway,24,hsa04020,Calcium signaling pathway,,-4.8,6.2,6.3,30244,240,183,9,4.9,1.6,154|490|887|1129|2260|4846|5156|5530|23236,ADRB2|ATP2B1|CCKBR|CHRM2|FGFR1|NOS3|PDGFRA|PPP3CA|PLCB1,-3.4
cluster_1_x_name,WikiPathways,27,WP4263,Pancreatic adenocarcinoma pathway,,-4.8,11,7.5,30244,89,183,6,3.3,1.3,595|1026|4088|5970|7040|8503,CCND1|CDKN1A|SMAD3|RELA|TGFB1|PIK3R3,-3.4
cluster_1_x_name,Canonical Pathways,11,M5493,WNT SIGNALING,,-4.8,11,7.5,30244,89,183,6,3.3,1.3,595|1488|1855|8945|59343|89780,CCND1|CTBP2|DVL1|BTRC|SENP2|WNT3A,-3.4
cluster_1_x_name,KEGG Pathway,24,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,,-4.8,11,7.5,30244,89,183,6,3.3,1.3,4773|4792|5530|5728|5970|8503,NFATC2|NFKBIA|PPP3CA|PTEN|RELA|PIK3R3,-3.4
cluster_1_x_name,GO Biological Processes,19,GO:0032413,negative regulation of ion transmembrane transporter activity,19_GO:0051179 localization,-4.8,11,7.5,30244,89,183,6,3.3,1.3,857|2669|5530|5581|23327|27347,CAV1|GEM|PPP3CA|PRKCE|NEDD4L|STK39,-3.4
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-1660499,Synthesis of PIPs at the plasma membrane,,-4.8,16,8.3,30244,53,183,5,2.7,1.2,5287|5728|5868|8395|8503,PIK3C2B|PTEN|RAB5A|PIP5K1B|PIK3R3,-3.4
cluster_1_x_name,Canonical Pathways,11,M113,PID NFAT 3PATHWAY,,-4.8,16,8.3,30244,53,183,5,2.7,1.2,596|4773|5530|5581|7514,BCL2|NFATC2|PPP3CA|PRKCE|XPO1,-3.4
cluster_1_x_name,GO Biological Processes,19,GO:0048146,positive regulation of fibroblast proliferation,19_GO:0048518 positive regulation of biological process,-4.8,16,8.3,30244,53,183,5,2.7,1.2,358|1026|2099|2335|5156,AQP1|CDKN1A|ESR1|FN1|PDGFRA,-3.4
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-2173788,Downregulation of TGF-beta receptor signaling,,-4.8,25,9.7,30244,26,183,4,2.2,1.1,4088|7040|7514|23327,SMAD3|TGFB1|XPO1|NEDD4L,-3.4
cluster_1_x_name,Canonical Pathways,11,M162,PID RXR VDR PATHWAY,,-4.8,25,9.7,30244,26,183,4,2.2,1.1,596|6720|7040|9612,BCL2|SREBF1|TGFB1|NCOR2,-3.4
cluster_1_x_name,Canonical Pathways,11,M32,PID HDAC CLASSIII PATHWAY,,-4.8,25,9.7,30244,26,183,4,2.2,1.1,1026|2309|2547|23411,CDKN1A|FOXO3|XRCC6|SIRT1,-3.4
cluster_1_x_name,GO Biological Processes,19,GO:0010720,positive regulation of cell development,19_GO:0032502 developmental process,-4.8,4.5,5.8,30244,442,183,12,6.6,1.8,596|1605|2309|2335|2547|4988|5530|7040|8289|23376|23654|89780,BCL2|DAG1|FOXO3|FN1|XRCC6|OPRM1|PPP3CA|TGFB1|ARID1A|UFL1|PLXNB2|WNT3A,-3.4
cluster_1_x_name,GO Biological Processes,19,GO:0045766,positive regulation of angiogenesis,19_GO:0032502 developmental process,-4.7,7.1,6.5,30244,185,183,8,4.4,1.5,358|3728|4846|5587|6237|10266|23411|23576,AQP1|JUP|NOS3|PRKD1|RRAS|RAMP2|SIRT1|DDAH1,-3.4
cluster_1_x_name,GO Biological Processes,19,GO:1904018,positive regulation of vasculature development,19_GO:0032502 developmental process,-4.7,7.1,6.5,30244,185,183,8,4.4,1.5,358|3728|4846|5587|6237|10266|23411|23576,AQP1|JUP|NOS3|PRKD1|RRAS|RAMP2|SIRT1|DDAH1,-3.4
cluster_1_x_name,GO Biological Processes,19,GO:0051224,negative regulation of protein transport,19_GO:0051179 localization,-4.7,8.6,6.9,30244,134,183,7,3.8,1.4,348|1445|3767|4988|5530|6720|6833,APOE|CSK|KCNJ11|OPRM1|PPP3CA|SREBF1|ABCC8,-3.4
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-166520,Signaling by NTRKs,,-4.7,8.6,6.9,30244,134,183,7,3.8,1.4,1398|1785|2534|2904|4205|8660|10818,CRK|DNM2|FYN|GRIN2B|MEF2A|IRS2|FRS2,-3.4
cluster_1_x_name,KEGG Pathway,24,hsa05410,Hypertrophic cardiomyopathy,,-4.7,11,7.4,30244,90,183,6,3.3,1.3,1605|3672|4624|5571|7040|51422,DAG1|ITGA1|MYH6|PRKAG1|TGFB1|PRKAG2,-3.4
cluster_1_x_name,GeDiPNet,37,GDP01066,Cardiomyopathy,,-4.7,4.9,5.9,30244,373,183,11,6,1.8,154|3728|4624|5581|6497|6558|6934|10060|51422|81570|150094,ADRB2|JUP|MYH6|PRKCE|SKI|SLC12A2|TCF7L2|ABCC9|PRKAG2|CLPB|SIK1,-3.4
cluster_1_x_name,GO Biological Processes,19,GO:0010874,regulation of cholesterol efflux,19_GO:0051179 localization,-4.7,15,8.2,30244,54,183,5,2.7,1.2,348|857|4035|4792|23411,APOE|CAV1|LRP1|NFKBIA|SIRT1,-3.4
cluster_1_x_name,Canonical Pathways,11,M286,PID TGFBR PATHWAY,,-4.7,15,8.2,30244,54,183,5,2.7,1.2,857|4088|7040|7049|23327,CAV1|SMAD3|TGFB1|TGFBR3|NEDD4L,-3.4
cluster_1_x_name,WikiPathways,27,WP585,Interferon type I signaling pathways,,-4.7,15,8.2,30244,54,183,5,2.7,1.2,1398|2534|8554|8660|79109,CRK|FYN|PIAS1|IRS2|MAPKAP1,-3.4
cluster_1_x_name,Reactome Gene Sets,6,R-HSA-74751,Insulin receptor signalling cascade,,-4.7,15,8.2,30244,54,183,5,2.7,1.2,2260|3643|8660|10818|152831,FGFR1|INSR|IRS2|FRS2|KLB,-3.4
cluster_1_x_name,GeDiPNet,37,GDP02392,Epilepsy,,-4.7,6.1,6.2,30244,244,183,9,4.9,1.6,1106|1129|2904|4988|6558|7040|23236|54617|81570,CHD2|CHRM2|GRIN2B|OPRM1|SLC12A2|TGFB1|PLCB1|INO80|CLPB,-3.4
cluster_1_x_name,GO Biological Processes,19,GO:0007160,cell-matrix adhesion,19_GO:0009987 cellular process,-4.7,8.5,6.8,30244,136,183,7,3.8,1.4,596|1605|2335|3672|7205|10979|54822,BCL2|DAG1|FN1|ITGA1|TRIP6|FERMT2|TRPM7,-3.3
cluster_1_x_name,WikiPathways,27,WP2795,Cardiac hypertrophic response,,-4.7,15,8.1,30244,55,183,5,2.7,1.2,4205|4773|5530|5587|7040,MEF2A|NFATC2|PPP3CA|PRKD1|TGFB1,-3.3
cluster_1_x_name,GO Biological Processes,19,GO:0055007,cardiac muscle cell differentiation,19_GO:0032502 developmental process,-4.7,11,7.3,30244,92,183,6,3.3,1.3,4205|4624|5156|50507|89780|150094,MEF2A|MYH6|PDGFRA|NOX4|WNT3A|SIK1,-3.3
cluster_1_x_name,KEGG Pathway,24,hsa04910,Insulin signaling pathway,,-4.7,8.4,6.8,30244,137,183,7,3.8,1.4,1398|3643|5571|6720|8503|8660|51422,CRK|INSR|PRKAG1|SREBF1|PIK3R3|IRS2|PRKAG2,-3.3
cluster_1_x_name,GeDiPNet,37,GDP04658,Migraine,,-4.7,7,6.5,30244,189,183,8,4.4,1.5,2099|4035|4088|4292|5970|6201|7040|23327,ESR1|LRP1|SMAD3|MLH1|RELA|RPS7|TGFB1|NEDD4L,-3.3
cluster_1_x_name,GO Biological Processes,19,GO:0016032,viral process,19_GO:0016032 viral process,-4.7,6,6.2,30244,247,183,9,4.9,1.6,348|857|905|1488|1605|2060|3643|6541|9213,APOE|CAV1|CCNT2|CTBP2|DAG1|EPS15|INSR|SLC7A1|XPR1,-3.3
cluster_1_x_name,GO Biological Processes,19,GO:0009743,response to carbohydrate,19_GO:0050896 response to stimulus,-4.7,7,6.4,30244,190,183,8,4.4,1.5,2696|5208|5530|6720|6934|8660|23236|50507,GIPR|PFKFB2|PPP3CA|SREBF1|TCF7L2|IRS2|PLCB1|NOX4,-3.3
cluster_1_x_name,KEGG Pathway,24,hsa04915,Estrogen signaling pathway,,-4.7,8.4,6.8,30244,138,183,7,3.8,1.4,596|2099|4846|4988|5241|8503|23236,BCL2|ESR1|NOS3|OPRM1|PGR|PIK3R3|PLCB1,-3.3
cluster_1_x_name,GO Biological Processes,19,GO:1904950,negative regulation of establishment of protein localization,19_GO:0051179 localization,-4.7,8.4,6.8,30244,138,183,7,3.8,1.4,348|1445|3767|4988|5530|6720|6833,APOE|CSK|KCNJ11|OPRM1|PPP3CA|SREBF1|ABCC8,-3.3
